"measurement_no","specimen_no","record_type","n_measured","position","measurement_type","average","min","max"
"161238","80618","mea","1","","length","1177","",""
"161240","80619","mea","1","","length","81.5","",""
"161241","80620","mea","1","","length","78","",""
"161242","80621","mea","1","","length","65","",""
"161243","80622","mea","1","","length","179","",""
"161244","80623","mea","1","","length","231","",""
"161245","80624","mea","1","","length","185","",""
"161246","80625","mea","1","","length","163","",""
"161247","80626","mea","1","","length","147","",""
"161248","80627","mea","1","","length","99","",""
"161249","80628","mea","1","","length","98","",""
"161250","80629","mea","1","","length","135","",""
"161251","80630","mea","1","","length","374","",""
"161252","80631","mea","1","","length","453","",""
"161253","80632","mea","1","","length","139","",""
"161254","80633","mea","1","","length","116","",""
"161255","80634","mea","1","","length","193","",""
"161256","80635","mea","1","","length","231","",""
"161257","80636","mea","1","","length","159","",""
"161258","80637","mea","1","","length","203","",""
"161259","80638","mea","1","","length","177","",""
"161260","80639","mea","1","","length","115","",""
"161261","80640","mea","1","","length","116","",""
"161262","80641","mea","1","","length","307","",""
"161263","80642","mea","1","","length","370","",""
"161264","80643","mea","1","","length","150","",""
"161265","80644","mea","1","","length","255","",""
"161266","80645","mea","1","","length","320","",""
"161267","80646","mea","1","","length","175","",""
"161268","80647","mea","1","","length","138","",""
"161269","80648","mea","1","","length","145","",""
"161270","80649","mea","1","","length","132","",""
"161271","80650","mea","1","","length","228","",""
"161272","80651","mea","1","","length","281","",""
"161273","80652","mea","1","","length","25.8","",""
"161274","80653","mea","1","","length","41.5","",""
"161275","80654","mea","1","","length","37.1","",""
"161276","80655","mea","1","","length","43.2","",""
"161277","80656","mea","1","","length","67.8","",""
"161278","80657","mea","1","","length","50","",""
"161279","80658","mea","1","","length","117","",""
"161280","80659","mea","1","","length","153","",""
"161281","80660","mea","1","","length","190","",""
"161282","80661","mea","1","","length","103","",""
"161283","80662","mea","1","","length","45","",""
"161284","80663","mea","1","","length","135","",""
"161285","80664","mea","1","","length","95","",""
"161286","80665","mea","1","","length","115","",""
"161287","80666","mea","1","","length","143","",""
"161288","80667","mea","1","","length","152","",""
"161289","80668","mea","1","","length","127","",""
"161290","80669","mea","1","","length","150","",""
"161291","80670","mea","1","","length","150","",""
"161292","80671","mea","1","","length","250","",""
"161293","80672","mea","1","","length","82.2","",""
"161294","80673","mea","1","","length","126.9","",""
"161295","80674","mea","1","","length","132.2","",""
"161296","80675","mea","1","","length","88","",""
"161297","80676","mea","1","","length","87.1","",""
"161298","80677","mea","1","","length","119.8","",""
"161299","80678","mea","1","","length","120.2","",""
"161300","80679","mea","1","","length","440","",""
"161301","80680","mea","1","","length","195","",""
"161302","80681","mea","1","","length","265","",""
"161303","80682","mea","1","","length","368","",""
"161304","80683","mea","1","","length","431","",""
"161305","80684","mea","1","","length","42.4","",""
"161306","80685","mea","1","","length","61","",""
"161307","80686","mea","1","","length","55","",""
"161308","80687","mea","1","","length","71","",""
"161309","80688","mea","1","","length","65","",""
"161310","80689","mea","1","","length","63","",""
"161311","80690","mea","1","","length","84","",""
"161397","80733","mea","1","","length","125","",""
"161398","80734","mea","1","","length","87","",""
"161399","80735","mea","1","","length","40","",""
"161400","80736","mea","1","","length","105","",""
"161401","80737","mea","1","","length","95","",""
"161402","80738","mea","1","","length","119","",""
"161403","80739","mea","1","","length","168","",""
"161404","80740","mea","1","","length","170","",""
"161405","80741","mea","1","","length","145","",""
"161406","80742","mea","1","","length","225","",""
"161407","80743","mea","1","","length","106","",""
"161408","80744","mea","1","","length","87","",""
"161409","80745","mea","1","","length","91","",""
"161410","80746","mea","1","","length","172","",""
"161411","80747","mea","1","","length","167","",""
"161412","80748","mea","1","","length","152","",""
"161413","80749","mea","1","","length","85","",""
"161414","80750","mea","1","","length","42","",""
"161415","80751","mea","1","","length","133","",""
"161416","80752","mea","1","","length","134","",""
"161417","80753","mea","1","","length","106","",""
"161418","80754","mea","1","","length","110","",""
"161419","80755","mea","1","","length","146","",""
"161420","80756","mea","1","","length","125","",""
"161421","80757","mea","1","","length","84.4","",""
"161422","80758","mea","1","","length","105.3","",""
"161423","80759","mea","1","","length","45","",""
"161424","80760","mea","1","","length","35","",""
"161425","80761","mea","1","","length","35","",""
"161426","80762","mea","1","","length","53","",""
"161427","80763","mea","1","","length","68","",""
"161428","80764","mea","1","","length","62.88","",""
"161429","80765","mea","1","","length","53.5","",""
"161430","80766","mea","1","","length","94.14","",""
"161431","80767","mea","1","","length","77","",""
"161432","80768","mea","1","","length","74.9","",""
"161433","80769","mea","1","","length","77.6","",""
"161434","80770","mea","1","","length","126","",""
"161435","80771","mea","1","","length","48.3","",""
"161436","80772","mea","1","","length","74.4","",""
"161437","80773","mea","1","","length","95.51","",""
"161438","80774","mea","1","","length","87.2","",""
"161439","80775","mea","1","","length","74.77","",""
"161440","80776","mea","1","","length","61.25","",""
"161441","80777","mea","1","","length","62.06","",""
"161442","80778","mea","1","","length","48.01","",""
"161443","80779","mea","1","","length","53.78","",""
"161444","80780","mea","1","","length","85.67","",""
"161445","80781","mea","1","","length","74.26","",""
"161446","80782","mea","1","","length","74.75","",""
"161447","80783","mea","1","","length","94.22","",""
"161448","80784","mea","1","","length","100","",""
"161449","80785","mea","1","","length","132","",""
"161450","80786","mea","1","","length","74","",""
"161451","80787","mea","1","","length","66","",""
"161452","80788","mea","1","","length","89","",""
"161453","80789","mea","1","","length","105","",""
"161454","80790","mea","1","","length","273","",""
"161455","80791","mea","1","","length","256","",""
"161456","80792","mea","1","","length","225","",""
"161457","80793","mea","1","","length","176.5","",""
"161458","80794","mea","1","","length","364","",""
"161459","80795","mea","1","","length","254","",""
"161460","80796","mea","1","","length","192","",""
"161461","80797","mea","1","","length","208","",""
"161462","80798","mea","1","","length","336","",""
"161463","80799","mea","1","","length","368","",""
"161464","80800","mea","1","","length","201","",""
"161465","80801","mea","1","","length","225","",""
"161466","80802","mea","1","","length","160","",""
"161467","80803","mea","1","","length","155","",""
"161468","80804","mea","1","","length","110","",""
"161469","80805","mea","1","","length","230","",""
"161470","80806","mea","1","","length","255","",""
"161471","80807","mea","1","","length","195","",""
"161472","80808","mea","1","","length","230","",""
"161473","80809","mea","1","","length","145","",""
"161474","80810","mea","1","","length","214","",""
"161475","80811","mea","1","","length","210","",""
"161477","80813","mea","1","","length","505","",""
"161478","80814","mea","1","","length","490.4","",""
"161479","80815","mea","1","","length","260","",""
"161480","80816","mea","1","","length","503","",""
"161481","80817","mea","1","","length","600","",""
"161482","80818","mea","1","","length","53","",""
"161483","80819","mea","1","","length","45","",""
"161484","80820","mea","1","","length","42","",""
"161485","80821","mea","1","","length","39","",""
"161486","80822","mea","1","","length","81","",""
"161487","80823","mea","1","","length","106","",""
"161488","80824","mea","1","","length","90","",""
"161489","80825","mea","1","","length","66","",""
"161490","80826","mea","1","","length","117.5","",""
"161491","80827","mea","1","","length","152.9","",""
"161492","80828","mea","1","","length","71","",""
"161493","80829","mea","1","","length","87","",""
"161494","80830","mea","1","","length","91","",""
"161495","80831","mea","1","","length","105","",""
"161496","80832","mea","1","","length","148","",""
"161497","80833","mea","1","","length","146","",""
"161498","80834","mea","1","","length","131","",""
"161499","80835","mea","1","","length","138","",""
"161500","80836","mea","1","","width","58.6","",""
"161501","80837","mea","1","","length","126","",""
"161502","80838","mea","1","","length","173","",""
"161503","80839","mea","1","","length","425","",""
"161504","80840","mea","1","","length","93.4","",""
"161505","80841","mea","1","","length","220","",""
"161506","80842","mea","1","","length","170","",""
"161507","80843","mea","1","","length","95","",""
"161508","80844","mea","1","","length","240","",""
